time,BlockSpeed,Resultantforce,Distance,Extra info->,30.0,100.0,4.98
3.95,19.671,498.0,39.096114
3.975,19.7955,498.0,39.591001
4.0,19.92,498.0,40.089001
4.025,20.0445,498.0,40.590114
4.05,20.169,498.0,41.094339
4.075,20.2935,498.0,41.601676
4.1,20.418,498.0,42.112126
4.125,20.5425,498.0,42.625689
4.15,20.667,498.0,43.142364
4.175,20.7915,498.0,43.662152
4.2,20.916,498.0,44.185052
4.225,21.0405,498.0,44.711064
4.25,21.165,498.0,45.240189
4.275,21.2895,498.0,45.772427
4.3,21.414,498.0,46.307777
4.325,21.5385,498.0,46.84624
4.35,21.663,498.0,47.387815
4.375,21.7875,498.0,47.932503
4.4,21.912,498.0,48.480303
4.425,22.0365,498.0,49.031216
4.45,22.161,498.0,49.585241
4.475,22.2855,498.0,50.142379
4.5,22.41,498.0,50.702629
4.525,22.5345,498.0,51.265991
4.55,22.659,498.0,51.832466
4.575,22.7835,498.0,52.402053
4.6,22.908,498.0,52.974753
4.625,23.0325,498.0,53.550565
4.65,23.157,498.0,54.12949
4.675,23.2815,498.0,54.711527
4.7,23.406,498.0,55.296677
4.725,23.5305,498.0,55.88494
4.75,23.655,498.0,56.476315
4.775,23.7795,498.0,57.070802
4.8,23.904,498.0,57.668402
4.825,24.0285,498.0,58.269115
4.85,24.153,498.0,58.87294
4.875,24.2775,498.0,59.479878
4.9,24.402,498.0,60.089928
4.925,24.5265,498.0,60.703091
4.95,24.651,498.0,61.319366
4.975,24.7755,498.0,61.938754
5.0,24.9,498.0,62.561254
5.025,25.0245,498.0,63.186867
5.05,25.149,498.0,63.815592
5.075,25.2735,498.0,64.447429
5.1,25.398,498.0,65.082379
5.125,25.5225,498.0,65.720442
5.15,25.647,498.0,66.361617
5.175,25.7715,498.0,67.005904
5.2,25.896,498.0,67.653304
5.225,26.0205,498.0,68.303817
5.25,26.145,498.0,68.957442
5.275,26.2695,498.0,69.61418
5.3,26.394,498.0,70.27403
5.325,26.5185,498.0,70.936993
5.35,26.643,498.0,71.603068
5.375,26.7675,498.0,72.272255
5.4,26.892,498.0,72.944555
5.425,27.0165,498.0,73.619967
5.45,27.141,498.0,74.298492
5.475,27.2655,498.0,74.980129
5.5,27.39,498.0,75.664879
5.525,27.5145,498.0,76.352741
5.55,27.639,498.0,77.043716
5.575,27.7635,498.0,77.737803
5.6,27.888,498.0,78.435003
5.625,28.0125,498.0,79.135315
5.65,28.137,498.0,79.83874
5.675,28.2615,498.0,80.545277
5.7,28.386,498.0,81.254927
5.725,28.5105,498.0,81.967689
5.75,28.635,498.0,82.683564
5.775,28.7595,498.0,83.402552
5.8,28.884,498.0,84.124652
5.825,29.0085,498.0,84.849864
5.85,29.133,498.0,85.578189
5.875,29.2575,498.0,86.309626
5.9,29.382,498.0,87.044176
5.925,29.5065,498.0,87.781838
5.95,29.631,498.0,88.522613
5.975,29.7555,498.0,89.266501
6.0,29.88,498.0,90.013501
6.025,30.0045,498.0,90.763614
6.05,30.129,498.0,91.516839
6.075,30.2535,498.0,92.273177
6.1,30.378,498.0,93.032627
6.125,30.5025,498.0,93.79519
6.15,30.627,498.0,94.560865
6.175,30.7515,498.0,95.329653
6.2,30.876,498.0,96.101553
6.225,31.0005,498.0,96.876565
6.25,31.125,498.0,97.65469
6.275,31.2495,498.0,98.435928
6.3,31.374,498.0,99.220278
6.325,31.4985,498.0,100.00774
6.35,31.623,498.0,100.798315
6.375,31.7475,498.0,101.592003
6.4,31.872,498.0,102.388803
6.425,31.9965,498.0,103.188716
6.45,32.121,498.0,103.991741
6.475,32.2455,498.0,104.797879
6.5,32.37,498.0,105.607129
6.525,32.4945,498.0,106.419492
6.55,32.619,498.0,107.234967
6.575,32.7435,498.0,108.053555
6.6,32.868,498.0,108.875255
6.625,32.9925,498.0,109.700067
6.65,33.117,498.0,110.527992
6.675,33.2415,498.0,111.359029
6.7,33.366,498.0,112.193179
6.725,33.4905,498.0,113.030441
6.75,33.615,498.0,113.870816
6.775,33.7395,498.0,114.714303
6.8,33.864,498.0,115.560903
6.825,33.9885,498.0,116.410615
6.85,34.113,498.0,117.26344
6.875,34.2375,498.0,118.119377
6.9,34.362,498.0,118.978427
6.925,34.4865,498.0,119.840589
6.95,34.611,498.0,120.705864
6.975,34.7355,498.0,121.574252
7.0,34.86,498.0,122.445752
7.025,34.9845,498.0,123.320364
7.05,35.109,498.0,124.198089
7.075,35.2335,498.0,125.078926
7.1,35.358,498.0,125.962876
7.125,35.4825,498.0,126.849938
7.15,35.607,498.0,127.740113
7.175,35.7315,498.0,128.6334
7.2,35.856,498.0,129.5298
7.225,35.9805,498.0,130.429312
7.25,36.105,498.0,131.331937
7.275,36.2295,498.0,132.237674
7.3,36.354,498.0,133.146524
7.325,36.4785,498.0,134.058486
7.35,36.603,498.0,134.973561
7.375,36.7275,498.0,135.891748
7.4,36.852,498.0,136.813048
7.425,36.9765,498.0,137.73746
7.45,37.101,498.0,138.664985
7.475,37.2255,498.0,139.595622
7.5,37.35,498.0,140.529372
7.525,37.4745,498.0,141.466234
7.55,37.599,498.0,142.406209
7.575,37.7235,498.0,143.349296
7.6,37.848,498.0,144.295496
7.625,37.9725,498.0,145.244809
7.65,38.097,498.0,146.197234
7.675,38.2215,498.0,147.152772
7.7,38.346,498.0,148.111422
7.725,38.4705,498.0,149.073184
7.75,38.595,498.0,150.038059
7.775,38.7195,498.0,151.006046
7.8,38.844,498.0,151.977146
7.825,38.9685,498.0,152.951358
7.85,39.093,498.0,153.928683
7.875,39.2175,498.0,154.909121
7.9,39.342,498.0,155.892671
7.925,39.4665,498.0,156.879334
7.95,39.591,498.0,157.869109
7.975,39.7155,498.0,158.861997
8.0,39.84,498.0,159.857997
8.025,39.9645,498.0,160.85711
8.05,40.089,498.0,161.859335
8.075,40.2135,498.0,162.864672
8.1,40.338,498.0,163.873122
8.125,40.4625,498.0,164.884684
8.15,40.587,498.0,165.899359
8.175,40.7115,498.0,166.917147
8.2,40.836,498.0,167.938047
8.225,40.9605,498.0,168.96206
8.25,41.085,498.0,169.989185
8.275,41.2095,498.0,171.019422
8.3,41.334,498.0,172.052772
8.325,41.4585,498.0,173.089235
8.35,41.583,498.0,174.12881
8.375,41.7075,498.0,175.171497
8.4,41.832,498.0,176.217297
8.425,41.9565,498.0,177.26621
8.45,42.081,498.0,178.318235
8.475,42.2055,498.0,179.373372
8.5,42.33,498.0,180.431622
8.525,42.4545,498.0,181.492985
8.55,42.579,498.0,182.55746
8.575,42.7035,498.0,183.625047
